date,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,soc_min_kwh,soc_max_kwh,grid_kwh
2025-03-04,41713.367304545056,26802.455853029027,68515.82315757408,6798.550936691358,1200.0,10800.0,66948.12574074074
2025-03-05,40970.32821671586,15167.408765782744,56137.73698249861,3766.502437037045,1200.0,10800.0,66717.85430308641
2025-03-06,40816.167577987595,15959.088741354411,56775.25631934201,3953.958730658434,1200.0,10800.0,66350.18735720163
2025-03-07,11074.037707370597,5305.928693755355,16379.966401125952,1990.1715072016473,1200.0,10800.0,28900.37848168724
2025-03-08,11330.868130839095,4572.489170966675,15903.35730180577,1841.5095666666698,1200.0,10800.0,29925.51093127572
2025-03-09,40348.03958490978,7854.371759423374,48202.41134433315,1867.2359171378532,1200.0,10800.0,66565.86514773662
2025-03-10,41877.88832369703,21405.723939445794,63283.61226314282,5634.31243269136,1200.0,10800.0,66716.78169961316
2025-03-11,40707.3152498879,8913.316471851627,49620.631721739526,2079.26429917695,1200.0,10800.0,66278.26260925925
2025-03-12,40666.10421262139,5641.16652568343,46307.27073830482,1135.489664609052,1200.0,10800.0,66901.94327427982
2025-03-13,41776.15480847509,18177.779546357197,59953.93435483229,4775.438891000007,1200.0,10800.0,66954.68600366666
2025-03-14,10898.107608898332,2868.9393030584374,13767.04691195677,1055.3965792181075,1200.0,10800.0,29589.9381
2025-03-15,11812.02526825255,2750.799836016662,14562.825104269212,1005.7793333333318,1200.0,10800.0,30137.318184156375
2025-03-16,40666.642511531536,5771.162815029912,46437.80532656145,1389.4362205555574,1200.0,10800.0,66645.12562119341
2025-03-17,39735.45515102125,2327.3793458499886,42062.83449687123,404.3926999999982,1200.0,10800.0,66349.73581625514
2025-03-18,39845.62467950366,4853.04047880623,44698.66515830989,1070.54656283333,1200.0,10800.0,66055.53697736625
2025-03-19,39507.01665952343,3227.9209572533337,42734.93761677677,698.1660716666664,1200.0,10800.0,66193.79689917694
2025-03-20,40386.9149971649,2985.9106922666742,43372.82568943158,558.5876833333347,1200.0,10800.0,66289.35407560083
2025-03-21,11117.17107693,1414.4642117685787,12531.635288698579,434.1005894999985,1200.0,10800.0,29707.071766666664
2025-03-22,11119.524668267222,1169.5772108833337,12289.101879150556,308.42519999999917,1200.0,10800.0,29713.851494444443
2025-03-23,39936.257982658004,1482.2914567336838,41418.54943939169,248.32207600000277,1200.0,10800.0,66399.98622818929
2025-03-24,39604.45725298645,1480.5233017833361,41084.98055476979,248.9936833333338,1200.0,10800.0,66077.87276069958
2025-03-25,40324.13532035658,1399.8621488186704,41723.99746917525,232.3246348333339,1200.0,10800.0,66913.95861748971
2025-03-26,39446.00130120694,1299.563937416658,40745.565238623596,211.0422499999986,1200.0,10800.0,66343.9301627572
2025-03-27,39657.44103471763,1236.8804172565933,40894.321451974225,203.94429116666825,1200.0,10800.0,66609.6359744856
2025-03-28,11012.893080946726,776.8998096583479,11789.792890605073,189.04990000000345,1200.0,10800.0,29209.07167345679
2025-03-29,11244.254043498207,745.5991451499984,11989.853188648205,184.32144999999963,1200.0,10800.0,29736.735338271603
2025-03-30,38968.94229648505,1003.5684065931673,39972.510703078224,163.6647510000001,1200.0,10800.0,66650.87478251028
2025-03-31,39115.86084572685,1030.7100024416673,40146.570848168514,171.83220000000009,1200.0,10800.0,65719.29606604938
2025-04-01,40746.917808520055,970.7878041333389,41717.70561265339,159.14266666666754,1200.0,10800.0,66587.64519156376
2025-04-02,40038.54047380919,1994.7698913981767,42033.31036520736,462.83157700000265,1200.0,10800.0,66650.99824691356
2025-04-03,39976.8802568128,776.8704663999961,40753.7507232128,123.49241666666606,1200.0,10800.0,66846.94644938273
2025-04-04,10954.077653598335,420.91565198333484,11374.99330558167,101.58456666666703,1200.0,10800.0,28922.540383333333
2025-04-05,11498.172763564893,461.9775733333441,11960.150336898238,109.66826666666921,1200.0,10800.0,29777.137382921806
2025-04-06,39418.8747597686,683.9657063833314,40102.84046615193,109.33743333333302,1200.0,10800.0,65853.522627572
2025-04-07,38816.37102863687,663.1373338958178,39479.50836253269,106.14717083333085,1200.0,10800.0,65813.04473806584
2025-04-08,39206.53980683735,648.5288288333329,39855.06863567068,102.43639999999994,1200.0,10800.0,66365.83600864197
2025-04-09,39715.51882332099,528.0403216999995,40243.55914502099,85.51101666666658,1200.0,10800.0,66376.42807201645
2025-04-10,39350.13924778558,541.6343204583387,39891.773568243916,86.61848333333417,1200.0,10800.0,66621.74132798355
2025-04-11,11164.418699909998,134.9020017333389,11299.320701643337,33.34206666666803,1200.0,10800.0,29968.691349999997
2025-04-12,10869.904904847346,198.87502944166752,11068.779934289014,51.79711666666689,1200.0,10800.0,29450.939395267487
2025-04-13,39420.428889295494,417.5528145333417,39837.98170382884,67.61085000000135,1200.0,10800.0,66282.78690411522
2025-04-14,39242.93831708141,335.2382870999936,39578.176604181404,55.203499999998954,1200.0,10800.0,66822.93753312757
2025-04-15,38278.107910125,296.3673449916681,38574.47525511667,46.97230000000023,1200.0,10800.0,65873.90095185186
2025-04-16,39896.22561107209,275.7540219988339,40171.97963307093,44.99498483333345,1200.0,10800.0,66729.40850123456
2025-04-17,38896.217527224624,287.87631065497965,39184.093837879605,45.609931666663435,1200.0,10800.0,66227.6522298354
2025-04-18,10876.548078049254,0.0,10876.548078049254,0.0,1200.0,10724.53237037037,29053.99677654321
2025-04-19,10927.204346443334,0.0,10927.204346443334,0.0,1200.0,10706.587203703704,29027.638916666667
2025-04-20,38636.638266185,31.275832858004044,38667.914099043,5.197047666667339,1200.0,10800.0,65863.36637222223
2025-04-21,39035.74888613477,0.0,39035.74888613477,0.0,1200.0,10744.057075555556,67242.92082078187
2025-04-22,39276.383301889044,190.79069854501745,39467.17400043406,30.612226000002806,1200.0,10800.0,66431.4200918107
2025-04-23,39514.83342823245,168.54599347499172,39683.37942170744,26.965083333332007,1200.0,10800.0,66853.08677427983
2025-04-24,38870.15242345702,0.0,38870.15242345702,0.0,1200.0,10730.754930370369,66317.96554794238
2025-04-25,10756.53344926786,0.0,10756.53344926786,0.0,1200.0,10586.849388888888,29401.37716625514
2025-04-26,11038.336599084032,0.0,11038.336599084032,0.0,1200.0,10703.874555555554,29675.36777386831
2025-04-27,37967.12704503691,0.0,37967.12704503691,0.0,1200.0,10785.581833333334,65840.17214814814
2025-04-28,39726.04839812265,0.0,39726.04839812265,0.0,1200.0,10757.942942592596,66027.54048390329
2025-04-29,38009.199641635045,96.7183272249959,38105.91796886004,15.653249999999343,1200.0,10800.0,66158.40139053497
2025-04-30,38582.40340758326,69.74857012500054,38652.15197770826,11.070050000000087,1200.0,10800.0,66341.77688806584
2025-05-01,42314.02337278972,0.0,42314.02337278972,0.0,1200.0,10662.267568333333,69409.08995925925
2025-05-02,13591.604278395676,0.0,13591.604278395676,0.0,1200.0,10697.48209259259,32265.27852469135
2025-05-03,13554.197575085738,0.0,13554.197575085738,0.0,1200.0,10615.544574074076,32306.82111481481
2025-05-04,42944.373715581176,20.65007881666661,42965.02379439784,3.109483333333325,1200.0,10792.31329074074,69320.90388383332
2025-05-05,42412.13272409199,0.0,42412.13272409199,0.0,1200.0,10759.096481851851,69429.29059156378
2025-05-06,42689.29392455819,0.0,42689.29392455819,0.0,1200.0,10791.593151481482,69822.25564053498
2025-05-07,43258.62098192247,39.11843585000803,43297.73941777248,6.12796666666791,1200.0,10800.0,69831.3859308642
2025-05-08,42804.59766272267,0.0,42804.59766272267,0.0,1200.0,10675.091391666667,69132.43031131687
2025-05-09,13171.934931119444,0.0,13171.934931119444,0.0,1200.0,10573.28737037037,31604.46636111111
2025-05-10,13647.171463219998,0.0,13647.171463219998,0.0,1200.0,10551.06804777778,32340.132349999996
2025-05-11,42908.13556598907,21.09318019166661,42929.228746180735,3.109483333333325,1200.0,10758.331996851852,69408.769345679
2025-05-12,42714.767509092424,0.0,42714.767509092424,0.0,1200.0,10772.76148148148,69132.83182736626
2025-05-13,42312.749614203305,0.0,42312.749614203305,0.0,1200.0,10763.575655185185,69361.87601440329
2025-05-14,42029.417302304464,0.0,42029.417302304464,0.0,1200.0,10697.281612222223,69389.48764135802
2025-05-15,41844.79734926378,0.0,41844.79734926378,0.0,1200.0,10792.26640740741,68545.37500041151
2025-05-16,13256.337431759997,0.0,13256.337431759997,0.0,1200.0,10408.78362962963,32138.572650000002
2025-05-17,13859.505847253333,0.0,13859.505847253333,0.0,1200.0,10469.998407407405,32871.89207304527
2025-05-18,42258.794032971535,0.0,42258.794032971535,0.0,1200.0,10741.32742759259,69439.22444588476
2025-05-19,41171.11067380623,0.0,41171.11067380623,0.0,1200.0,10798.400962962964,68871.91296748971
2025-05-20,42150.30126166951,0.0,42150.30126166951,0.0,1200.0,10797.635648148147,69162.59315148354
2025-05-21,41981.22874794755,0.0,41981.22874794755,0.0,1200.0,10562.66799962963,68936.71919423867
2025-05-22,41434.91779466963,0.0,41434.91779466963,0.0,1200.0,10545.78580574074,68380.05044629629
2025-05-23,13059.360080656666,0.0,13059.360080656666,0.0,1200.0,10327.073148148147,32271.673133333334
2025-05-24,13399.435397225,0.0,13399.435397225,0.0,1200.0,10312.439925925926,32060.835816666666
2025-05-25,41565.24128834286,0.0,41565.24128834286,0.0,1200.0,10699.448101296295,69183.29933786008
2025-05-26,41389.27674104515,0.0,41389.27674104515,0.0,1200.0,10757.229833333335,68114.46462677982
2025-05-27,41251.3706412107,0.0,41251.3706412107,0.0,1200.0,10799.732629629629,69012.94620288064
2025-05-28,41891.11536800115,0.0,41891.11536800115,0.0,1200.0,10788.050243148147,68858.22846975307
2025-05-29,42524.87011816853,0.0,42524.87011816853,0.0,1200.0,10585.397247222221,69115.98509053497
2025-05-30,13208.602399423844,0.0,13208.602399423844,0.0,1200.0,10420.49933333333,31588.786390946494
2025-05-31,12708.093425908042,0.0,12708.093425908042,0.0,1200.0,10267.35403703704,32888.00508683127
2025-06-01,52771.39565773298,0.5717473083332232,52771.967405041316,0.08414999999998447,1200.0,10785.508865370371,76478.63677709876
2025-06-02,51894.99104372972,0.31223608333360897,51895.30327981306,0.045883333333373834,1200.0,10709.819596481482,76649.55097018107
2025-06-03,51981.800291153224,0.5809874333332359,51982.38127858656,0.08414999999998447,1200.0,10759.190320000002,76835.284481893
2025-06-04,52427.7961420255,0.5906396249998843,52428.3867816505,0.08414999999998447,1200.0,10783.572925925924,77408.36121756172
2025-06-05,52942.02655273811,0.5885023833332266,52942.615055121445,0.08414999999998447,1200.0,10611.76225574074,77351.29961516666
2025-06-06,19560.18597335167,0.0,19560.18597335167,0.0,1200.0,10558.018392037036,38612.88883333333
2025-06-07,19529.85623400296,0.0,19529.85623400296,0.0,1200.0,10698.109148148149,39068.4603037037
2025-06-08,52124.30810552023,0.5838614666665531,52124.89196698689,0.08414999999998447,1200.0,10799.347259259259,77064.52160121399
2025-06-09,52888.33375329961,0.31921035000028175,52888.652963649605,0.045883333333373834,1200.0,10784.057835925923,76997.86859360905
2025-06-10,51742.16293210697,0.5862660749998898,51742.74919818197,0.08414999999998447,1200.0,10746.574018518517,76245.11136995883
2025-06-11,52373.919833323744,14605.475301064373,66979.39513438812,3888.9879177325115,1200.0,10800.0,77200.11756186213
2025-06-12,52230.53538377689,2274.8306691080397,54505.36605288493,518.1893746913618,1200.0,10800.0,76382.1413872428
2025-06-13,18832.05186100111,0.0,18832.05186100111,0.0,1200.0,10647.932981481481,37590.36000555556
2025-06-14,19595.010127604834,0.0,19595.010127604834,0.0,1200.0,10487.060534259259,38428.79808436213
2025-06-15,51739.06344965314,0.0,51739.06344965314,0.0,1200.0,10719.687625740742,75930.36266612344
2025-06-16,52253.650895177576,2702.4364578268587,54956.087353004434,916.5170886831299,1200.0,10800.0,76360.80982097736
2025-06-17,51871.47167972756,12255.8840999895,64127.355779717065,3497.014961658426,1200.0,10800.0,75842.16860390948
2025-06-18,51818.48589364461,0.2592757999996204,51818.74516944461,0.03826666666661064,1200.0,10737.490983333333,75445.28027972221
2025-06-19,51596.06633701228,0.27238213333293454,51596.33871914561,0.03826666666661064,1200.0,10669.769871481481,75992.03463251029
2025-06-20,18250.261366451232,0.0,18250.261366451232,0.0,1200.0,10395.75800074074,37230.42452469135
2025-06-21,17977.131855851723,0.0,17977.131855851723,0.0,1200.0,10482.19287351852,37913.19743868313
2025-06-22,50691.19619494716,0.0,50691.19619494716,0.0,1200.0,10774.250516666667,75851.87824115227
2025-06-23,50889.49095309785,0.0,50889.49095309785,0.0,1200.0,10780.671105185185,75373.81761982509
2025-06-24,52370.33332120056,19301.72606739319,71672.05938859374,5201.741242592589,1200.0,10800.0,76016.04229670782
2025-06-25,50404.69715113673,343.6154649555469,50748.31261609228,136.53496790123123,1200.0,10800.0,74602.34584506172
2025-06-26,50338.57165162165,0.26995219999960474,50338.841603821646,0.03826666666661064,1200.0,10731.693444444443,75376.57830053085
2025-06-27,17407.820852258337,0.0,17407.820852258337,0.0,1200.0,10476.064499999997,36520.346516666665
2025-06-28,17806.11425787333,0.0,17806.11425787333,0.0,1200.0,10441.861659999999,37030.33766666666
2025-06-29,50795.73159285876,0.2666803999996096,50795.99827325876,0.03826666666661064,1200.0,10652.372582407408,74778.16715102881
2025-06-30,49831.306616501104,0.2582617333329552,49831.564878234436,0.03826666666661064,1200.0,10777.868537037037,74627.76434502468
2025-07-01,67433.2226183435,0.6014668750001058,67433.8240852185,0.07165000000001479,1200.0,10799.079481481482,90451.10016833333
2025-07-02,66873.23869514532,0.7041500333331865,66873.94284517865,0.08414999999998447,1200.0,10799.055444444442,90047.10705495885
2025-07-03,68728.142878955,0.6832350999998902,68728.826114055,0.08414999999998447,1200.0,10775.081159814814,90187.23556090535
2025-07-04,27612.891498057157,0.0,27612.891498057157,0.0,1200.0,10799.348351851855,48430.263084567894
2025-07-05,26931.221807936665,0.0,26931.221807936665,0.0,1200.0,10778.080314814813,48302.688416666664
2025-07-06,67955.3505315901,0.7207598499998789,67956.0712914401,0.08414999999998447,1200.0,10799.25585185185,90101.20979506173
2025-07-07,66747.23529623366,0.6997874999998711,66747.93508373365,0.08414999999998447,1200.0,10799.228277777776,90279.81353233333
2025-07-08,67391.2469265922,0.7002170166665456,67391.94714360886,0.08414999999998447,1200.0,10799.314611111111,90263.30685219752
2025-07-09,66410.78094730181,0.7042341916665422,66411.48518149348,0.08414999999998447,1200.0,10799.34911111111,89614.85902657201
2025-07-10,66340.95507288988,0.7063221999998652,66341.66139508988,0.08414999999998447,1200.0,10799.425722222222,89307.12161934155
2025-07-11,27251.137434163888,0.0,27251.137434163888,0.0,1200.0,10783.919962962964,47051.00572222222
2025-07-12,26792.50551217333,0.0,26792.50551217333,0.0,1200.0,10785.863518518516,47613.82505
2025-07-13,64264.15058429245,0.7031408333331961,64264.85372512579,0.08414999999998447,1200.0,10799.482629629629,88670.05239524072
2025-07-14,66161.5949789077,0.7183556083332077,66162.31333451603,0.08414999999998447,1200.0,10799.569777777777,90689.60291193414
2025-07-15,65099.05649511964,0.7241291916665238,65099.78062431131,0.08414999999998447,1200.0,10799.53685185185,88739.72504272427
2025-07-16,66569.0857271475,0.6972846583332087,66569.78301180583,0.08414999999998447,1200.0,10799.636555555553,89307.07408083332
2025-07-17,65151.50712666442,0.7016787166665324,65152.20880538109,0.08414999999998447,1200.0,10799.729074074074,88594.90020224485
2025-07-18,25752.429985086666,0.0,25752.429985086666,0.0,1200.0,10791.593314814814,46378.41393333333
2025-07-19,26376.821263015143,0.0,26376.821263015143,0.0,1200.0,10793.207851851854,47598.66938621399
2025-07-20,64090.24333351905,0.6930845416665323,64090.936418060715,0.08414999999998447,1200.0,10799.792074074074,87904.79159334567
2025-07-21,64949.58793246887,0.7184359916665295,64950.30636846054,0.08414999999998447,1200.0,10799.891444444444,87059.97962018724
2025-07-22,64939.3973374417,0.3157573999995377,64939.713094841696,0.03826666666661064,1200.0,10799.90938888889,88749.1707710144
2025-07-23,64979.43715962386,0.6973379249998649,64980.13449754886,0.08414999999998447,1200.0,10799.928907407408,88406.12865634362
2025-07-24,64487.1860706701,1.0382163999993108,64488.224287070094,0.1254833333332499,1200.0,10799.99498148148,87704.38509776132
2025-07-25,25531.769879677817,0.0,25531.769879677817,0.0,1200.0,10799.150962962965,45748.01213683127
2025-07-26,25741.821332191663,6.639911850000305,25748.461244041664,1.0239666666667138,1200.0,10800.0,46263.26846995884
2025-07-27,63748.295655792164,7.333307774991638,63755.62896356716,0.9323833333323043,1200.0,10800.0,86940.70912346296
2025-07-28,64495.81373890735,20.448583316662216,64516.262322224014,2.789183333332724,1200.0,10800.0,87223.00860100206
2025-07-29,64264.30031152796,23.103919216671727,64287.40423074463,2.9719333333339817,1200.0,10800.0,87736.32186358025
2025-07-30,64892.60324691377,21.871865408331164,64914.4751123221,2.860049999999713,1200.0,10800.0,87229.03135566667
2025-07-31,63428.74701405269,20.85090004999711,63449.59791410269,2.743649999999615,1200.0,10800.0,86474.51832411933
2025-08-01,25388.162754024997,17.318449458347985,25405.481203483345,2.6325833333355604,1200.0,10800.0,45670.991299999994
2025-08-02,24519.075604693822,17.02456000000491,24536.100164693828,2.6337500000007594,1200.0,10800.0,44854.95102181069
2025-08-03,61683.959705413065,19.46843218332098,61703.428137596384,2.606983333331663,1200.0,10800.0,87019.42562733333
2025-08-04,62263.26272900918,19.811392083330063,62283.074121092504,2.6942166666662155,1200.0,10800.0,87365.2340940329
2025-08-05,60611.58593058574,29.488161524990737,60641.07409211073,3.989283333332109,1200.0,10800.0,85400.25347061934
2025-08-06,61984.04575523091,27.381786499991154,62011.4275417309,3.7684666666654585,1200.0,10800.0,85583.96400185185
2025-08-07,60857.4575655165,34.31489319999254,60891.77245871649,4.779449999998988,1200.0,10800.0,86181.41247922016
2025-08-08,23952.138316156666,0.0,23952.138316156666,0.0,1200.0,10693.143602222219,44322.93771666667
2025-08-09,24076.98432998399,48.084532558337,24125.068862542324,7.552050000000556,1200.0,10800.0,44474.66522057613
2025-08-10,61554.23464534979,58.53699800000319,61612.77164334979,8.042100000000417,1200.0,10800.0,85384.359827
2025-08-11,60144.04138487753,57.989674575000805,60202.03105945253,8.565166666666775,1200.0,10800.0,85763.95910676132
2025-08-12,61932.53106014347,78.03689758333402,62010.5679577268,10.993333333333425,1200.0,10800.0,85314.6906100823
2025-08-13,61137.1879153947,83.10103193333453,61220.28894732804,12.131300000000163,1200.0,10800.0,85372.90018147325
2025-08-14,60891.364692940006,121.64525401666798,61013.00994695667,17.386566666666845,1200.0,10800.0,84831.26605656173
2025-08-15,24153.46367429031,117.10797535832887,24270.57164964864,18.827666666665998,1200.0,10800.0,43787.66684567901
2025-08-16,24198.628195672405,134.8884417083387,24333.516637380744,21.2273166666675,1200.0,10800.0,44079.12441975309
2025-08-17,59896.16708109911,170.7220316083276,60066.88911270744,23.75521666666591,1200.0,10800.0,84264.5107302469
2025-08-18,60345.761831767304,177.6851934416577,60523.44702520896,26.185249999998806,1200.0,10800.0,84511.63571981892
2025-08-19,60214.308561144135,195.52438034166113,60409.832941485794,27.861066666665984,1200.0,10800.0,84292.73828209877
2025-08-20,61007.63144197283,209.7062203083305,61217.33766228116,29.17908333333296,1200.0,10800.0,84205.86067599793
2025-08-21,59825.78660975582,242.66390412499322,60068.450513880816,34.81474999999915,1200.0,10800.0,83942.70681246296
2025-08-22,24600.90075393333,204.55545170833244,24805.45620564166,32.88288333333319,1200.0,10800.0,44358.9722
2025-08-23,23596.379272975923,222.06125969166692,23818.440532667588,36.039800000000035,1200.0,10800.0,44305.687470370365
2025-08-24,59908.69859657935,268.7893210999957,60177.48791767935,37.82416666666612,1200.0,10800.0,84012.66114325513
2025-08-25,59955.24586370189,308.3802217333228,60263.626085435215,43.86561666666535,1200.0,10800.0,83290.27267984567
2025-08-26,58696.76657486787,309.56491774999165,59006.331492617865,43.96856666666553,1200.0,10800.0,83160.70475936419
2025-08-27,58621.40019382636,367.3636886083231,58988.76388243469,52.41646666666537,1200.0,10800.0,83105.78075672017
2025-08-28,59764.884989869235,383.9298382749911,60148.814828144226,54.9882333333321,1200.0,10800.0,83386.15418045266
2025-08-29,23296.961561019998,376.1335619500032,23673.09512297,61.02026666666716,1200.0,10800.0,42668.83908333333
2025-08-30,23947.98872591198,392.83151434165313,24340.820240253634,64.23896666666451,1200.0,10800.0,43765.328151646085
2025-08-31,58275.08296684902,507.61069015833067,58782.69365700735,71.42294999999964,1200.0,10800.0,82387.6733499465
2025-09-01,43165.854590758696,503.7649175416592,43669.619508300355,78.35938333333218,1200.0,10800.0,70096.41554958846
2025-09-02,43277.88632809685,528.6278492250065,43806.51417732186,81.13896666666766,1200.0,10800.0,70168.73760473251
2025-09-03,44367.6185626573,684.0166581793313,45051.63522083663,103.73458566666636,1200.0,10800.0,70537.90260967078
2025-09-04,43512.34427184883,721.4539954856764,44233.7982673345,109.30646816666813,1200.0,10800.0,69970.54705699589
2025-09-05,14309.560654543333,539.4345680249996,14848.995222568332,99.92409999999992,1200.0,10800.0,32447.953399999995
2025-09-06,14273.027626118517,603.103652199987,14876.131278318504,108.74569999999767,1200.0,10800.0,33133.89323765432
2025-09-07,42895.929890923,756.6923610249828,43652.62225194798,118.00671666666406,1200.0,10800.0,69750.41010884772
2025-09-08,44068.07509928648,771.5201307415774,44839.595230028055,117.84592449999909,1200.0,10800.0,70372.75875555555
2025-09-09,43474.137695536956,805.8145710730042,44279.95226660996,121.95883483333398,1200.0,10800.0,69766.32454670782
2025-09-10,44355.131912073535,896.2642497499942,45251.396161823526,137.73828333333245,1200.0,10800.0,70195.04377181071
2025-09-11,42941.34091992695,989.7885403532434,43931.12946028019,154.3830078333323,1200.0,10800.0,69384.03937386832
2025-09-12,14159.470337336954,849.232099249995,15008.70243658695,158.2786666666658,1200.0,10800.0,32879.21108868312
2025-09-13,14014.972778315001,892.8361125249962,14907.808890839997,165.23028333333266,1200.0,10800.0,32533.229566666665
2025-09-14,44198.55433305932,1155.0260700507529,45353.58040311007,179.32549483333375,1200.0,10800.0,70027.97208806584
2025-09-15,43382.67073444263,1294.217892433328,44676.88862687596,203.61653083333255,1200.0,10800.0,69396.69547613167
2025-09-16,45084.13897903141,1298.5866169000112,46382.72559593143,202.78878333333503,1200.0,10800.0,70950.198345679
2025-09-17,43934.557536012566,1443.6071135416628,45378.16464955423,233.79459999999946,1200.0,10800.0,69729.90918209875
2025-09-18,43358.04153876385,1355.7763300583292,44713.81786882218,211.9631999999994,1200.0,10800.0,69588.10627448559
2025-09-19,14103.212658608332,1252.98234698334,15356.195005591671,251.64446666666788,1200.0,10800.0,32496.0128
2025-09-20,13848.46161986325,1774.0578621750062,15622.519482038257,514.0364666666678,1200.0,10800.0,32697.987710288064
2025-09-21,44350.87562052061,1674.7306881250095,46025.60630864562,269.8609833333348,1200.0,10800.0,69675.99951707819
2025-09-22,44841.350500863715,1939.5972956705887,46780.9477965343,311.85885616666747,1200.0,10800.0,69874.81856028805
2025-09-23,44574.9815569816,2169.860748141675,46744.842305123275,359.1406000000012,1200.0,10800.0,69846.5868164609
2025-09-24,44036.68877631148,1998.837121908342,46035.52589821982,329.558816666668,1200.0,10800.0,69655.5143574074
2025-09-25,43724.992805853704,2236.9910227960004,45961.9838286497,383.3410213333334,1200.0,10800.0,69354.44837057614
2025-09-26,13187.544841726663,2042.122309116657,15229.667150843321,573.8541333333317,1200.0,10800.0,31873.384466666663
2025-09-27,14595.682690891726,3227.109515461029,17822.792206352755,948.9931932695464,1200.0,10800.0,33048.657537037034
2025-09-28,44231.0861456474,2645.008543016658,46876.09468866406,491.4333666666649,1200.0,10800.0,69061.7508537037
2025-09-29,44611.04452360481,2563.774702466664,47174.81922607147,433.52954999999963,1200.0,10800.0,69792.71080246913
2025-09-30,44145.62458477642,7777.304941595572,51922.929526372,1792.6986521831263,1200.0,10800.0,69972.20514115226
2025-10-01,38476.80931808222,2579.4032130333335,41056.212531115554,447.06665000000004,1200.0,10800.0,65961.67960061727
2025-10-02,38671.76722222629,2370.459482425001,41042.22670465129,406.18501666666685,1200.0,10800.0,65885.62315390946
2025-10-03,10648.829901101668,2275.991663991651,12924.82156509332,748.5840833333291,1200.0,10800.0,29165.721033333335
