date,planned_cost_yuan,settlement_cost_yuan,adjustment_fee_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,planned_grid_kwh,adjusted_grid_kwh,soc_min_kwh,soc_max_kwh
2025-03-01,13237.17832394252,13273.493159773887,36.31483583136651,1006.6501348944464,14280.143294668333,285.17458333333377,33171.0256654321,33053.444910116596,1200.0,10800.0
2025-03-02,50471.08028399534,51362.69093897306,891.6106549777178,700.3908363750008,52063.08177534806,122.29014166666681,77597.65339422223,78089.42477510836,1200.0,10800.0
2025-03-03,52109.100754514264,51198.3603584111,-910.7403961031669,5337.079001832029,56535.43936024312,1347.225745233196,79849.05824074073,75424.48919797667,1200.0,10800.0
2025-03-04,45171.830279105314,47230.28283716987,2058.452558064557,3260.576416784981,50490.859253954855,885.9153071330546,70883.83518069272,72857.18151183333,1200.0,10800.0
2025-03-05,46778.10853091398,44988.121574559205,-1789.9869563547763,4871.783796335717,49859.90537089492,1252.5316455761365,74517.56836141975,69408.06592788066,1200.0,10800.0
2025-03-06,43371.77968769574,43867.18622497543,495.4065372796831,3410.272416766144,47277.45864174157,932.6126456447164,69290.6668196159,69583.6866062757,1200.0,10800.0
2025-03-07,12586.283248527314,12483.057107833705,-103.22614069360861,1934.9363992624935,14417.993507096198,971.5668249999951,31569.70929578189,31278.69162911523,1200.0,10800.0
2025-03-08,12101.25532319428,12203.797812879806,102.54248968552565,994.7940077614364,13198.591820641243,300.72059276406,31441.12642654321,31691.482633779153,1200.0,10800.0
2025-03-09,45370.06962241652,43422.48005899657,-1947.589563419955,2558.1139837249098,45980.594042721474,702.6741883888875,73713.78820485424,67406.16347359464,1200.0,10800.0
2025-03-10,44838.876370181286,46233.98655255383,1395.1101823725476,2651.5487555771306,48885.535308130966,562.9550304691354,70648.06509793209,71889.93168609568,1200.0,10800.0
2025-03-11,38221.419144867126,43660.84861679641,5439.429471929281,4039.8337765520155,47700.68239334843,1056.894545210901,61630.90221604938,67652.80839869684,1200.0,10800.0
2025-03-12,44395.147704885945,42583.23695753289,-1811.910747353053,1845.9782507355283,44429.21520826842,497.86547404560656,71756.76482342696,66227.6603283683,1200.0,10800.0
2025-03-13,45607.31234775472,46062.214559955,454.9022122002789,1252.294475780841,47314.50903573584,287.84215115843915,72062.23493333333,72207.24014174279,1200.0,10800.0
2025-03-14,11301.082915797582,11634.05829558508,332.97537978749824,356.561604958334,11990.619900543414,92.28970000000017,30457.538808539095,30785.130558539095,1200.0,10800.0
2025-03-15,12020.862237621997,12468.036063121996,447.1738254999982,444.3153116124979,12912.351374734493,131.12751666666594,30598.35178415638,31055.821850823042,1200.0,10800.0
2025-03-16,42679.497044412215,43065.31285508635,385.8158106741321,580.2609777222231,43645.57383280857,105.21026666666683,68690.53198333333,68743.11869908332,1200.0,10800.0
2025-03-17,38049.2219596773,38693.79924582219,644.5772861448932,3293.6217885196475,41987.42103434184,1276.2182920823022,64171.01908786008,60900.25279495884,1200.0,10800.0
2025-03-18,44563.326755846145,42211.69935320516,-2351.6274026409883,1792.667098696179,44004.36645190133,388.3260623055553,72394.87856436899,65766.96812081618,1200.0,10800.0
2025-03-19,35693.964669429944,39643.16104262559,3949.196373195642,4038.5050804858374,43681.66612311143,1384.2000905555567,59089.61175816186,63755.825969898826,1200.0,10800.0
2025-03-20,41638.42346727387,40644.41331576878,-994.0101515050847,8289.743383487777,48934.156699256564,2537.170717629635,67729.59308583676,63896.73343683127,1200.0,10800.0
2025-03-21,11144.423786531665,11229.732373729583,85.30858719791831,671.3307529547519,11901.063126684334,207.47847394444503,29649.07535833333,29612.79138055555,1200.0,10800.0
2025-03-22,11537.425915494547,11558.78803046967,21.362114975123404,245.9058711009806,11804.69390157065,94.18419557613252,30432.83810545267,30522.287543209874,1200.0,10800.0
2025-03-23,42131.83583891574,40450.46903343648,-1681.366805479258,625.6935450725567,41076.16257850904,122.01643433333298,69529.83824561042,64734.01107119342,1200.0,10800.0
2025-03-24,38899.12944184791,38850.87864426869,-48.25079757921776,1479.9207733504422,40330.799417619135,350.5040904999994,65066.702620267475,62645.34714430726,1200.0,10800.0
2025-03-25,44598.50331889389,41774.799162839336,-2823.704156054555,2757.797700700953,44532.59686354029,867.7965325805842,73112.54424999999,64411.04000582991,1200.0,10800.0
2025-03-26,37571.76454586766,37613.015676903095,41.25113103543117,378.4333566216203,37991.44903352472,80.74959850000187,62292.34955939643,60263.68391392319,1200.0,10800.0
2025-03-27,39774.367965098296,38213.10834252712,-1561.259622571175,4778.3165707467015,42991.42491327382,1476.888976770913,66423.49826289917,61535.36410809327,1200.0,10800.0
2025-03-28,11081.520327961196,11054.547416739317,-26.972911221879258,296.6621446608486,11351.209561400165,100.6326828532268,29514.618520541837,29437.732652606304,1200.0,10800.0
2025-03-29,10700.306651542003,11122.772724414921,422.4660728729177,913.8856813727856,12036.658405787706,293.4488017709158,28727.458828086415,29160.30588364197,1200.0,10800.0
2025-03-30,38023.68643607626,35888.08327000077,-2135.603166075496,5343.88222640758,41231.965496408346,1737.2646200535023,65619.0725951646,57776.82510833332,1200.0,10800.0
2025-03-31,33668.372000432646,36686.914680161615,3018.5426797289692,3340.963148408786,40027.8778285704,942.8125509852425,55773.56602256515,60087.69415024006,1200.0,10800.0
2025-04-01,42153.94052182015,41072.99092212262,-1080.949599697531,1234.9895657415598,42307.98048786418,284.045281504723,69461.39323086418,64853.33700017935,1200.0,10800.0
2025-04-02,39424.5061915691,39391.19810457804,-33.30808699105546,1795.0712679784783,41186.26937255652,403.14586750000046,65851.98034914266,65292.74945924383,1200.0,10800.0
2025-04-03,40596.04760850355,38728.7848028025,-1867.2628057010515,757.8868674083451,39486.67167021084,166.0861000000021,67163.61055349793,61391.454233950615,1200.0,10800.0
2025-04-04,10224.125523161598,10270.630645427014,46.5051222654165,679.7776004190764,10950.40824584609,242.1303393690012,27437.716722153633,27486.1114888203,1200.0,10787.863553858024
2025-04-05,10551.378780272113,10723.960656369989,172.58187609787637,1247.8473063220163,11971.807962692004,423.3961899142656,27648.141835322356,27838.257563377912,1200.0,10800.0
2025-04-06,36702.800387617695,36827.606526725416,124.80613910772081,994.3277830583304,37821.93430978375,231.39390833333277,62601.74107890946,59074.52931718107,1200.0,10800.0
2025-04-07,32107.52753805583,34008.599199301054,1901.0716612452234,2692.9526000835394,36701.55179938459,789.7551889711906,54833.57886666666,56628.87574913374,1200.0,10800.0
2025-04-08,37857.69343998829,36507.338884117475,-1350.3545558708138,1485.4977944112657,37992.83667852874,349.99176893826905,64099.50034619341,58958.253666666664,1200.0,10800.0
2025-04-09,37050.11875048613,38162.41471427746,1112.29596379133,1552.7690061307121,39715.183720408175,410.83366820987766,62404.11478851165,63582.58695953361,1200.0,10800.0
2025-04-10,36447.36803471388,36101.43452270652,-345.93351200735924,3066.5796084144654,39168.01413112099,781.2595378257913,60794.5666064129,59418.7807797668,1200.0,10800.0
2025-04-11,9742.153490412606,10043.203486575938,301.04999616333225,1961.3442554271196,12004.547742003058,640.422833486286,27176.469943347052,27495.412768347047,1200.0,10800.0
2025-04-12,10068.188905755338,9897.98203004381,-170.20687571152848,1140.526669181669,11038.508699225478,407.9843176666675,27559.302285493824,26987.78942716049,1200.0,10800.0
2025-04-13,34142.21945467888,34506.465995867904,364.24654118902254,3068.4582210133008,37574.924216881205,857.3141918216727,58042.73736666665,57866.02208388614,1200.0,10800.0
2025-04-14,36540.36892631293,34387.0949060636,-2153.2740202493296,4912.353237679461,39299.44814374306,1465.8550340644665,62117.53825864197,55369.40754742798,1200.0,10800.0
2025-04-15,30618.77583466333,32185.37857420295,1566.6027395396195,3591.683351445366,35777.06192564832,847.4997833676263,52549.88319999999,54304.48265826475,1200.0,10800.0
2025-04-16,34828.613530834475,35775.359009950625,946.7454791161508,2759.290631589038,38534.64964153966,831.4841596066578,59832.415691735245,59221.73661824416,1200.0,10800.0
2025-04-17,31754.48676110052,34200.96078118666,2446.474020086138,2345.5311647267545,36546.49194591341,817.2533882095348,52974.92851265431,56389.45092688613,1200.0,10800.0
2025-04-18,9406.866674408055,9502.848446697224,95.98177228916938,1272.12378462627,10774.972231323494,431.1839556111083,25995.795366666665,26094.54004166667,1200.0,10800.0
2025-04-19,9294.829815435649,9745.952523950647,451.1227085149985,984.0097744944047,10729.962298445053,345.50748075102985,25926.928557304527,26405.989498971194,1200.0,10788.94986419753
2025-04-20,31785.98824020086,33170.18544024936,1384.1972000485039,1340.6675418418959,34510.85298209126,340.94663533333386,54255.33124231824,55793.61142482853,1200.0,10800.0
2025-04-21,33903.69632844157,32668.16169824967,-1235.534630191898,2175.976848678687,34844.138546928356,515.1274640000042,59171.85124386144,54059.97204166666,1200.0,10800.0
2025-04-22,30962.44595286902,33503.519224349264,2541.0732714802434,2595.4618148542695,36098.981039203536,879.5325338189301,52772.69721460905,55631.51657541152,1200.0,10800.0
2025-04-23,29928.9081617879,33880.79196783411,3951.883806046215,1911.2404656164488,35792.032433450564,499.63381136454126,50770.103908401914,55774.48584602195,1200.0,10800.0
2025-04-24,30477.754256484826,32794.86456688233,2317.110310397504,1587.4659452004425,34382.33051208277,376.70888935047856,51685.38404427297,54410.331760939654,1200.0,10781.633092592594
2025-04-25,9119.990863977582,9000.717812441195,-119.27305153638736,1415.6225923470784,10416.340404788272,506.537260166665,25956.34415792181,25484.926830144035,1200.0,10797.609734567899
2025-04-26,9334.068575107087,9521.203121198752,187.13454609166547,1069.0940865319658,10590.297207730719,402.24830027777625,26111.207390534975,26317.38442942387,1200.0,10789.717685185184
2025-04-27,29639.071557706593,32470.21078576155,2831.1392280549553,3151.4677165151083,35621.678502276656,841.7503522722909,50626.74836279149,53792.5841106526,1200.0,10800.0
2025-04-28,35416.46405905392,36988.774199525324,1572.3101404714034,1641.9359102279277,38630.71010975325,367.0846555000011,60526.28152530864,61200.08012581448,1200.0,10800.0
2025-04-29,29373.68333417527,31551.425677439667,2177.7423432643955,1873.4442626484401,33424.86994008811,462.9738404132356,50759.212572222226,51786.7173815943,1200.0,10800.0
2025-04-30,28905.41724692902,29733.497085978073,828.0798390490527,6123.50716979343,35857.004255771506,2153.7290243600746,48786.280097119336,49387.67984238683,1200.0,10800.0
2025-05-01,33826.76245828606,36610.646863166876,2783.884404880817,1757.4037546141174,38368.050617780995,418.0599912469103,54609.65440949931,57617.06184091597,1200.0,10800.0
2025-05-02,12377.760370540946,12283.919928324278,-93.84044221666773,922.7987282016354,13206.718656525913,261.1401996334008,29830.29721076817,29607.858671879287,1200.0,10800.0
2025-05-03,11673.304881368105,11712.014044671025,38.70916330291948,977.186464111242,12689.200508782267,277.73599249999825,28779.733270610424,28819.938287277095,1200.0,10795.572037037036
2025-05-04,35826.61684260129,35082.99935403523,-743.6174885660585,3281.095489480005,38364.09484351524,787.7495338888897,57924.74703069273,55484.16982222222,1200.0,10800.0
2025-05-05,36653.989103252665,36330.33029722884,-323.6588060238282,2489.97908785265,38820.309385081484,760.4044143168799,59324.438553909466,58708.88700788751,1200.0,10800.0
2025-05-06,33282.77758224278,36011.51372620506,2728.7361439622837,3935.3754805122394,39946.8892067173,1026.2613028055566,53074.57429444444,55885.12510344444,1200.0,10800.0
2025-05-07,35126.47921111765,37805.05130717584,2678.5720960581893,1587.2966129944239,39392.347920170265,343.05589691357835,55445.60312421124,59122.13322238998,1200.0,10800.0
2025-05-08,36003.19142609989,36930.414592550485,927.2231664505962,2600.259593084706,39530.674185635195,589.6479171687245,59941.053506893004,59357.51419691357,1200.0,10800.0
2025-05-09,10786.642544084829,11407.036369817326,620.3938257324971,1289.7750684893454,12696.811438306671,419.09209261453964,27266.158317146776,27830.980067146775,1200.0,10800.0
2025-05-10,11218.010962117,11694.16016402525,476.1492019082507,991.1184058765386,12685.27856990179,279.1872388333356,27674.732638555553,28213.31155833333,1200.0,10795.503725308641
2025-05-11,35291.23569689218,36277.87728950645,986.6415926142654,3081.3525129136497,39359.22980242009,1041.1597424999961,58028.66500065157,58049.87668847736,1200.0,10800.0
2025-05-12,31302.057763739256,36427.18468801175,5125.126924272496,1796.0218205983585,38223.206508610114,401.27180772222175,50023.4665574074,55726.12525424074,1200.0,10800.0
2025-05-13,35411.04434953555,35670.90155499014,259.85720545458753,4345.891842329541,40016.79339731968,1484.4701605679068,60234.537,56503.33497613168,1200.0,10800.0
2025-05-14,34893.172791081684,35392.24676370336,499.07397262167797,1958.4415776729716,37350.688341376335,599.511044245206,57474.95253199588,57185.72325661864,1200.0,10800.0
2025-05-15,34614.70668030094,35650.26655571934,1035.559875418403,2442.7173899162426,38092.983945635584,740.8538039828558,55239.929206275716,56324.71020274348,1200.0,10800.0
2025-05-16,10988.308330306923,10896.068217052496,-92.24011325442734,1221.51486496431,12117.583082016807,404.05565741666527,27148.84975266667,26693.496194444444,1200.0,10800.0
2025-05-17,11277.15835651366,11340.6252817438,63.46692523013917,1767.792993363831,13108.418275107631,540.4508179999992,27841.713916460903,27801.727360905345,1200.0,10800.0
2025-05-18,36204.225530522956,35622.12630764301,-582.0992228799441,1248.2622328548555,36870.388540497865,300.45683263888725,60944.52934320988,58712.52754389574,1200.0,10800.0
2025-05-19,32263.24369195944,32855.53482398385,592.2911320244093,1627.0400498191661,34482.574873803016,360.7621381618663,53660.9592712963,52427.6294933882,1200.0,10800.0
2025-05-20,32365.014453492837,35786.5154371715,3421.5009836786667,2057.848524208052,37844.36396137955,483.60922872839706,53960.20144772222,58199.6345779856,1200.0,10800.0
2025-05-21,31509.224445256197,36002.25248005571,4493.02803479951,1709.2322226462577,37711.484702701964,401.8160757499992,50221.45701327777,55577.37495614472,1200.0,10800.0
2025-05-22,32482.34710955472,33390.65965790243,908.3125483477124,1805.332374221278,35195.992032123715,567.8429246790054,52846.42585833333,54203.18772582991,1200.0,10800.0
2025-05-23,10226.34723964442,10900.301405017752,673.9541653733322,871.7583108111681,11772.05971582892,249.42673511659558,26826.082563545955,27567.69679687929,1200.0,10778.84888888889
2025-05-24,10923.680180965483,10826.177531366542,-97.50264959894048,1191.797762544958,12017.9752939115,378.3996582304527,27070.897878119344,26763.107963786013,1199.9999999999998,10796.560648148148
2025-05-25,32674.56816958711,33553.917997920944,879.349828333834,1823.524465125259,35377.4424630462,443.5503494989722,54465.61974666666,54944.40733411522,1200.0,10800.0
2025-05-26,31416.631010983816,37918.374254577924,6501.743243594108,1028.909794740962,38947.284049318885,281.0688958004112,51421.29749804526,59160.07580732098,1200.0,10800.0
2025-05-27,30777.75792404878,33434.06790180978,2656.3099777610005,2647.334845547857,36081.402747357635,721.0622733333316,50183.865431499995,53970.58483333333,1200.0,10800.0
2025-05-28,33687.01238443519,34804.83031347014,1117.8179290349508,702.7276435109658,35507.55795698111,145.92313786522683,56693.88589982853,57637.3147985288,1200.0,10800.0
2025-05-29,33841.58009955823,36248.848797672326,2407.268698114094,2413.0911464905926,38661.93994416292,628.1462112222256,55949.32830658436,58934.41242131001,1200.0,10800.0
2025-05-30,10608.365091222498,10966.637267033748,358.2721758112493,1161.2678600132244,12127.905127046972,386.85373686111177,26569.121316666664,26948.770813888885,1200.0,10800.0
2025-05-31,11029.599011472777,10688.108979646593,-341.49003182618435,472.4755470041034,11160.584526650697,100.18143183333774,29607.669405555553,28478.50972116666,1200.0,10786.574333333332
2025-06-01,54093.34445536827,52740.65715630877,-1352.6872990595002,4556.312904030614,57296.97006033939,1097.1654301707829,78870.03203758574,75768.72164941701,1200.0,10800.0
2025-06-02,54406.66957971525,51346.686473376314,-3059.9831063389356,4562.151224848541,55908.83769822485,1139.6018132780573,80488.78123883333,71721.00977441666,1200.0,10800.0
2025-06-03,49286.401330422465,50231.67734235464,945.2760119321756,1201.3017801251015,51432.979122479745,211.6145474999987,74177.05124987036,74618.42344458916,1200.0,10800.0
2025-06-04,57584.76755270695,53762.66599701493,-3822.1015556920247,509.64690794233354,54272.31290495726,122.99789183333353,85193.0421627572,74816.05051745541,1200.0,10800.0
2025-06-05,49344.5831901574,52103.28746074592,2758.704270588525,2123.159746164604,54226.447206910525,466.9093025555603,74275.1609164952,75865.58588166666,1200.0,10800.0
2025-06-06,18577.576950175833,18853.438753181057,275.8618030052239,1695.9219214090695,20549.360674590127,741.9938278943707,36624.809461111116,37088.32341643484,1200.0,10743.549063950615
2025-06-07,18932.69325324019,20019.73098658838,1087.0377333481883,516.4355410786037,20536.166527666985,111.7686252057614,39761.97980644719,40662.92192589163,1200.0,10800.0
2025-06-08,47046.75104504882,48420.39664577303,1373.6456007242086,669.1103538491616,49089.50699962219,144.2077758333319,71366.1782148834,69930.70362944307,1200.0,10800.0
2025-06-09,54920.33957887945,53076.408403191104,-1843.9311756883471,1916.4726230216288,54992.88102621273,540.0953747499955,80149.45341989094,75326.82538343826,1200.0,10800.0
2025-06-10,49108.76931080288,51909.038775445224,2800.2694646423406,3146.9671896252617,55056.005965070486,976.7166223936878,73455.42515613853,75642.02723590535,1200.0,10800.0
2025-06-11,54660.730230093446,57315.92048869951,2655.1902586060605,286.7626234493648,57602.68311214887,42.72938591666515,79829.87204959465,82028.87062146638,1200.0,10788.531759259258
2025-06-12,52480.96304183352,52523.021742877114,42.05870104359201,1117.4031516388236,53640.424894515934,262.42369139506116,77237.22417493141,77053.75050603153,1200.0,10800.0
2025-06-13,16903.497086719166,17587.70771869625,684.2106319770828,875.5293485585424,18463.23706725479,346.3883535000029,34336.18910833333,35445.33766666666,1200.0,10800.0
2025-06-14,17658.38083516722,17518.758964026943,-139.6218711402762,2717.5435364182595,20236.302500445203,1150.2712141111037,34914.19909166667,34314.92325,1200.0,10800.0
2025-06-15,47707.0834927116,52261.84171501638,4554.758222304779,307.63685308423004,52569.47856810061,69.43865009361865,70874.65777054183,75649.03961058983,1200.0,10800.0
2025-06-16,50716.153470772275,53002.72323376127,2286.5697629889983,3782.1749452816975,56784.89817904297,962.2623328621463,74728.90478837448,77010.60534956274,1200.0,10800.0
2025-06-17,51763.952204929636,54612.73702812442,2848.7848231947864,1656.7298125317575,56269.46684065618,493.682507510964,76156.94713875171,78764.6489942939,1200.0,10800.0
2025-06-18,51720.689072162815,53556.16504155119,1835.4759693883752,572.5740102627601,54128.73905181395,125.75399451131652,76221.09978683127,76639.17071221294,1200.0,10800.0
2025-06-19,47828.41290238982,51354.21855365577,3525.805651265953,5180.710409643209,56534.92896329898,1491.2790523964288,72504.2646461389,72481.59315864198,1200.0,10800.0
2025-06-20,16451.73124219222,16214.045593187915,-237.68564900430647,599.2712880222098,16813.316881210125,123.4946245833313,33690.90401111111,33100.080680555555,1200.0,10800.0
2025-06-21,15798.290232047184,15843.083917457738,44.793685410553735,227.7391436880556,16070.823061145793,45.05776286111361,33812.285042558295,33970.29404255829,1200.0,10800.0
2025-06-22,45324.481652897266,48214.62853307984,2890.146880182576,4949.964729240002,53164.593262319846,1412.4952912688634,69598.09635483539,70654.18064255829,1200.0,10800.0
2025-06-23,47348.22624025362,48307.5663536929,959.340113439277,2911.7192867365998,51219.2856404295,757.1254260651588,70709.43564424074,71879.61147640808,1200.0,10800.0
2025-06-24,57435.01943656844,56655.05759568576,-779.9618408826791,849.2417949944544,57504.299390680215,181.98937500000272,82803.2501142661,81040.82572143346,1200.0,10800.0
2025-06-25,47687.05822716449,51416.234108107834,3729.175880943345,485.1989360254612,51901.43304413329,74.77589158333163,72378.6552196159,75506.99238425,1200.0,10800.0
2025-06-26,45857.215562018275,48957.9053580271,3100.6897960088245,606.6537299587515,49564.55908798585,107.72102165020883,69653.72389735939,73134.90824986281,1200.0,10800.0
2025-06-27,15980.978659723092,15543.648967164896,-437.32969255819626,1432.5944016269384,16976.243368791835,411.81343266666556,34115.41940510974,32709.43274677641,1200.0,10800.0
2025-06-28,15732.080727611388,15839.059769878855,106.97904226746687,305.53235757175764,16144.592127450613,111.51311550000165,33274.13095277778,33246.623213271596,1200.0,10800.0
2025-06-29,44799.48196554238,50080.70254940224,5281.22058385986,3755.3434153603816,53836.04596476262,1017.1353416388846,67943.38655775,72316.93771141974,1200.0,10800.0
2025-06-30,48300.796822279444,48728.74101902946,427.944196750017,1031.1694441192474,49759.910463148706,268.14731724588785,73554.4323709825,73756.77670565329,1200.0,10800.0
2025-07-01,58406.86860330937,62322.86377654845,3915.9951732390837,2569.0135470267533,64891.87732357521,593.7238687582241,79822.66327361728,83475.6557951574,1200.0,10800.0
2025-07-02,56070.35947638034,56364.15943781403,293.7999614336877,3097.0554149518503,59461.21485276588,1077.7349731323693,75297.28282904663,75653.98056813615,1200.0,10790.363259259258
2025-07-03,63143.31219998181,64600.10397509624,1456.7917751144269,1392.1775792814694,65992.28155437771,376.055994417009,83947.73707081618,85392.23289341564,1200.0,10789.476072777776
2025-07-04,23688.136089186733,23875.035576008886,186.89948682215254,1161.2885803861636,25036.32415639505,306.01431958230575,41958.2350973251,42150.90447799177,1200.0,10800.0
2025-07-05,23394.39794613578,23517.215623969078,122.81767783329633,1359.4247933037602,24876.640417272836,387.31087377776987,42566.64948919753,42668.81246953086,1200.0,10800.0
2025-07-06,58720.24897415978,67396.5115715898,8676.262597430017,397.3091499903789,67793.82072158018,72.93334187242775,77873.9929484225,86089.76609476167,1200.0,10800.0
2025-07-07,57906.45235591612,57864.52036823021,-41.9319876859081,2878.4107970089854,60742.93116523919,916.6607677983502,78897.64095781892,77730.9865382541,1200.0,10799.117037037035
2025-07-08,60782.33569712243,61174.59203763858,392.25634051614907,423.9575566986685,61598.549594337244,150.73380424656636,82428.3986922517,80243.16953034978,1200.0,10800.0
2025-07-09,59823.76463286847,59344.737971359085,-479.02666150938603,1525.2389596091762,60869.97693096826,364.24819002297477,82286.65536143314,79293.06739718793,1200.0,10800.0
2025-07-10,55698.60597214376,57014.36319731247,1315.7572251687088,2619.619728858764,59633.98292617124,822.3036855281221,74640.7848334362,76048.28070246913,1200.0,10800.0
2025-07-11,24705.526729764108,24312.51751790508,-393.00921185902916,1454.4603258105622,25766.977843715642,373.4427033333345,42836.693041186554,41742.20656340878,1200.0,10800.0
2025-07-12,23191.606200126895,24597.021014642727,1405.4148145158324,1011.8058967064032,25608.82691134913,260.78615116597916,41661.58779111797,43468.71059389574,1200.0,10800.0
2025-07-13,58494.55179916741,55806.408766173015,-2688.143032994398,4037.53227980442,59843.94104597744,890.9018661522655,79897.84429238683,73119.70341944444,1200.0,10800.0
2025-07-14,55665.6966399482,56988.63140468212,1322.9347647339237,1800.7426767472682,58789.37408142939,591.9565349794248,77433.52180226336,76166.4077920096,1200.0,10800.0
2025-07-15,56925.01387468204,55567.254813698266,-1357.7590609837716,8869.21441862595,64436.46923232422,2386.905695473248,78633.97564104939,74209.4876174897,1200.0,10800.0
2025-07-16,57283.01155375585,57227.792649119205,-55.218904636647494,1780.770589155671,59008.56323827487,460.28374978668535,76390.30847897806,75688.09728687174,1200.0,10796.402043209877
2025-07-17,53979.75592811114,57169.819738312384,3190.0638102012454,3377.5554062277115,60547.3751445401,882.0368737657739,73928.21649187242,76315.8118887517,1200.0,10800.0
